"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 28 17:10:27 EET 2023","Thu Dec 28 17:10:33 EET 2023","5509","Surefire suite","Surefire test","CreateOrderTest","CreateOrderTest","testCreateOrder","testCreateOrder",""
